username,author_id,tweet_id,tweet_link,view_count,retweet_count,reply_count,like_count,quote_count,followers
realmadrid,14872237,1460314153797578752,https://twitter.com/14872237/status/1460314153797578752,84319,834,78,7733,166,39117266
realmadrid,14872237,1460299055276322816,https://twitter.com/14872237/status/1460299055276322816,0,97,8,1697,4,39117266
realmadrid,14872237,1460287112226512898,https://twitter.com/14872237/status/1460287112226512898,0,197,29,2749,14,39117266
realmadrid,14872237,1460268857004900361,https://twitter.com/14872237/status/1460268857004900361,89001,281,30,6021,22,39117266
realmadrid,14872237,1460238717453541381,https://twitter.com/14872237/status/1460238717453541381,0,167,0,0,0,39117266
realmadrid,14872237,1460223556667777034,https://twitter.com/14872237/status/1460223556667777034,0,1076,112,16573,165,39117266
realmadrid,14872237,1460201129929752578,https://twitter.com/14872237/status/1460201129929752578,118680,441,39,4436,83,39117266
realmadrid,14872237,1460179557961633794,https://twitter.com/14872237/status/1460179557961633794,0,97,17,2233,2,39117266
realmadrid,14872237,1459955540830871553,https://twitter.com/14872237/status/1459955540830871553,0,208,134,9516,41,39117266
realmadrid,14872237,1459947991284928513,https://twitter.com/14872237/status/1459947991284928513,0,174,38,5796,7,39117266
realmadrid,14872237,1459937421215375360,https://twitter.com/14872237/status/1459937421215375360,72113,427,45,4809,45,39117266
realmadrid,14872237,1459924083374764033,https://twitter.com/14872237/status/1459924083374764033,0,523,56,18049,28,39117266
realmadrid,14872237,1459861168835731466,https://twitter.com/14872237/status/1459861168835731466,0,194,38,6834,14,39117266
realmadrid,14872237,1459830970807422976,https://twitter.com/14872237/status/1459830970807422976,0,647,345,24431,130,39117266
realmadrid,14872237,1459646001124454405,https://twitter.com/14872237/status/1459646001124454405,0,233,28,7404,12,39117266
realmadrid,14872237,1459642233099984902,https://twitter.com/14872237/status/1459642233099984902,0,326,94,11256,30,39117266
realmadrid,14872237,1459639106326175750,https://twitter.com/14872237/status/1459639106326175750,0,1617,175,37750,83,39117266
realmadrid,14872237,1459596932645539854,https://twitter.com/14872237/status/1459596932645539854,0,194,37,6963,8,39117266
realmadrid,14872237,1459589377986732033,https://twitter.com/14872237/status/1459589377986732033,0,177,50,5929,28,39117266
realmadrid,14872237,1459581830596894731,https://twitter.com/14872237/status/1459581830596894731,0,471,60,15109,11,39117266
realmadrid,14872237,1459538767677734913,https://twitter.com/14872237/status/1459538767677734913,0,57,0,0,0,39117266
realmadrid,14872237,1459491231424204805,https://twitter.com/14872237/status/1459491231424204805,81895,388,29,6643,16,39117266
