username,author_id,tweet_id,tweet_link,view_count,retweet_count,reply_count,like_count,quote_count,followers
realmadrid,14872237,1459430833798799360,https://twitter.com/14872237/status/1459430833798799360,0,200,31,6260,7,39117266
realmadrid,14872237,1459279846744330245,https://twitter.com/14872237/status/1459279846744330245,0,327,79,12732,35,39117266
realmadrid,14872237,1459264741378084867,https://twitter.com/14872237/status/1459264741378084867,0,446,47,9867,31,39117266
realmadrid,14872237,1459234543810977794,https://twitter.com/14872237/status/1459234543810977794,0,171,25,3388,7,39117266
realmadrid,14872237,1459234542984724481,https://twitter.com/14872237/status/1459234542984724481,0,148,62,5306,12,39117266
realmadrid,14872237,1459204344235102212,https://twitter.com/14872237/status/1459204344235102212,52621,235,22,5049,14,39117266
realmadrid,14872237,1459189252802162693,https://twitter.com/14872237/status/1459189252802162693,0,706,68,22676,43,39117266
realmadrid,14872237,1459174156252205056,https://twitter.com/14872237/status/1459174156252205056,0,185,0,0,0,39117266
realmadrid,14872237,1459159048918609923,https://twitter.com/14872237/status/1459159048918609923,53876,299,46,3636,41,39117266
realmadrid,14872237,1459143945947127809,https://twitter.com/14872237/status/1459143945947127809,0,328,33,10652,12,39117266
realmadrid,14872237,1459121293895163904,https://twitter.com/14872237/status/1459121293895163904,0,254,29,4943,19,39117266
realmadrid,14872237,1459106195554258948,https://twitter.com/14872237/status/1459106195554258948,0,257,28,7753,4,39117266
realmadrid,14872237,1459083551681482753,https://twitter.com/14872237/status/1459083551681482753,0,517,51,17567,19,39117266
realmadrid,14872237,1459038246776840192,https://twitter.com/14872237/status/1459038246776840192,0,562,57,15849,18,39117266
realmadrid,14872237,1458947650775101440,https://twitter.com/14872237/status/1458947650775101440,0,187,33,4457,11,39117266
realmadrid,14872237,1458928775035506689,https://twitter.com/14872237/status/1458928775035506689,0,381,14,13165,18,39117266
realmadrid,14872237,1458921225799942170,https://twitter.com/14872237/status/1458921225799942170,0,280,24,7536,18,39117266
realmadrid,14872237,1458913675788521472,https://twitter.com/14872237/status/1458913675788521472,0,381,35,12078,12,39117266
realmadrid,14872237,1458887255070756868,https://twitter.com/14872237/status/1458887255070756868,0,477,108,19877,52,39117266
realmadrid,14872237,1458864603597873152,https://twitter.com/14872237/status/1458864603597873152,0,172,25,5200,7,39117266
realmadrid,14872237,1458857054035079169,https://twitter.com/14872237/status/1458857054035079169,0,136,13,4662,3,39117266
realmadrid,14872237,1458851707664977929,https://twitter.com/14872237/status/1458851707664977929,0,34,0,0,0,39117266
realmadrid,14872237,1458826855084027912,https://twitter.com/14872237/status/1458826855084027912,0,140,52,5197,14,39117266
realmadrid,14872237,1458811768034058240,https://twitter.com/14872237/status/1458811768034058240,39482,196,20,3785,3,39117266
realmadrid,14872237,1458783460198334470,https://twitter.com/14872237/status/1458783460198334470,0,169,14,4926,7,39117266
realmadrid,14872237,1458766457253154824,https://twitter.com/14872237/status/1458766457253154824,0,393,63,12778,23,39117266
realmadrid,14872237,1458752417990860800,https://twitter.com/14872237/status/1458752417990860800,0,289,33,9506,8,39117266
realmadrid,14872237,1458736263809404928,https://twitter.com/14872237/status/1458736263809404928,0,1024,166,24138,132,39117266
Atalanta_BC,338995273,1460184115416817667,https://twitter.com/338995273/status/1460184115416817667,0,9,1,142,0,436211
Atalanta_BC,338995273,1459936667503108103,https://twitter.com/338995273/status/1459936667503108103,0,22,2,154,1,436211
Atalanta_BC,338995273,1459886770426888192,https://twitter.com/338995273/status/1459886770426888192,4411,13,2,189,0,436211
Atalanta_BC,338995273,1459614548160307211,https://twitter.com/338995273/status/1459614548160307211,0,353,0,0,0,436211
Atalanta_BC,338995273,1459599512113139715,https://twitter.com/338995273/status/1459599512113139715,0,32,9,348,1,436211
Atalanta_BC,338995273,1459521296463708165,https://twitter.com/338995273/status/1459521296463708165,0,29,7,242,12,436211
Atalanta_BC,338995273,1459479838276952064,https://twitter.com/338995273/status/1459479838276952064,0,5,2,105,0,436211
Atalanta_BC,338995273,1459195135540051976,https://twitter.com/338995273/status/1459195135540051976,1086,7,0,114,2,436211
Atalanta_BC,338995273,1459129935113633820,https://twitter.com/338995273/status/1459129935113633820,0,4,1,85,0,436211
Atalanta_BC,338995273,1459118240664363012,https://twitter.com/338995273/status/1459118240664363012,0,3,2,32,3,436211
Atalanta_BC,338995273,1459118235677335556,https://twitter.com/338995273/status/1459118235677335556,0,7,10,83,3,436211
Atalanta_BC,338995273,1458863956404092938,https://twitter.com/338995273/status/1458863956404092938,0,7,1,99,2,436211
Atalanta_BC,338995273,1458839292747337733,https://twitter.com/338995273/status/1458839292747337733,0,11,1,184,1,436211
Atalanta_BC,338995273,1458753852942041088,https://twitter.com/338995273/status/1458753852942041088,0,6,5,55,2,436211
Atalanta_BC,338995273,1458511481146912769,https://twitter.com/338995273/status/1458511481146912769,0,8,1,90,2,436211
Atalanta_BC,338995273,1458496570375159809,https://twitter.com/338995273/status/1458496570375159809,0,8,4,98,2,436211
Atalanta_BC,338995273,1458470956977037313,https://twitter.com/338995273/status/1458470956977037313,0,8,1,92,1,436211
Atalanta_BC,338995273,1458158644902731781,https://twitter.com/338995273/status/1458158644902731781,0,1,2,44,0,436211
Atalanta_BC,338995273,1458032951103574024,https://twitter.com/338995273/status/1458032951103574024,0,16,3,166,4,436211
Atalanta_BC,338995273,1457702228920254466,https://twitter.com/338995273/status/1457702228920254466,0,7,1,141,2,436211
Atalanta_BC,338995273,1457432925503381507,https://twitter.com/338995273/status/1457432925503381507,0,8,0,63,1,436211
Atalanta_BC,338995273,1457387954075230220,https://twitter.com/338995273/status/1457387954075230220,0,14,5,131,1,436211
Atalanta_BC,338995273,1457366230893957120,https://twitter.com/338995273/status/1457366230893957120,0,7,1,77,0,436211
Atalanta_BC,338995273,1457315723131473925,https://twitter.com/338995273/status/1457315723131473925,0,14,2,207,1,436211
Atalanta_BC,338995273,1457286509959200772,https://twitter.com/338995273/status/1457286509959200772,0,41,0,0,0,436211
Atalanta_BC,338995273,1457286408473829381,https://twitter.com/338995273/status/1457286408473829381,0,18,0,0,0,436211
Atalanta_BC,338995273,1457265522601512963,https://twitter.com/338995273/status/1457265522601512963,0,1,0,8,0,436211
Atalanta_BC,338995273,1457265398823460866,https://twitter.com/338995273/status/1457265398823460866,0,1,1,47,0,436211
Atalanta_BC,338995273,1457120680282034179,https://twitter.com/338995273/status/1457120680282034179,0,16,5,136,4,436211
Atalanta_BC,338995273,1457118486489141256,https://twitter.com/338995273/status/1457118486489141256,0,6,1,61,0,436211
Atalanta_BC,338995273,1457100442421415937,https://twitter.com/338995273/status/1457100442421415937,0,59,8,319,18,436211
Atalanta_BC,338995273,1457099383850287109,https://twitter.com/338995273/status/1457099383850287109,0,1,0,22,0,436211
Atalanta_BC,338995273,1457099368214024200,https://twitter.com/338995273/status/1457099368214024200,0,0,0,16,0,436211
Atalanta_BC,338995273,1457098010542886922,https://twitter.com/338995273/status/1457098010542886922,0,0,0,18,0,436211
Atalanta_BC,338995273,1457097425798275078,https://twitter.com/338995273/status/1457097425798275078,0,0,0,12,0,436211
Atalanta_BC,338995273,1457097331971592194,https://twitter.com/338995273/status/1457097331971592194,0,1,0,15,0,436211
Atalanta_BC,338995273,1457095669001379849,https://twitter.com/338995273/status/1457095669001379849,0,1,0,11,0,436211
Atalanta_BC,338995273,1457095403657056257,https://twitter.com/338995273/status/1457095403657056257,0,2,1,21,0,436211
Atalanta_BC,338995273,1457091808975015937,https://twitter.com/338995273/status/1457091808975015937,0,1,0,14,0,436211
Atalanta_BC,338995273,1457091524114714627,https://twitter.com/338995273/status/1457091524114714627,0,0,1,13,0,436211
Atalanta_BC,338995273,1457087945517715463,https://twitter.com/338995273/status/1457087945517715463,0,1,0,14,0,436211
Atalanta_BC,338995273,1457087316766433287,https://twitter.com/338995273/status/1457087316766433287,0,2,0,28,0,436211
Atalanta_BC,338995273,1457084385421889545,https://twitter.com/338995273/status/1457084385421889545,0,10,4,121,1,436211
Atalanta_BC,338995273,1457083416940216323,https://twitter.com/338995273/status/1457083416940216323,0,8,0,116,4,436211
Atalanta_BC,338995273,1457082730500472836,https://twitter.com/338995273/status/1457082730500472836,0,60,6,329,9,436211
Atalanta_BC,338995273,1457078766128271361,https://twitter.com/338995273/status/1457078766128271361,0,0,6,25,2,436211
Atalanta_BC,338995273,1457078553103699968,https://twitter.com/338995273/status/1457078553103699968,0,0,1,22,0,436211
Atalanta_BC,338995273,1457078075989143554,https://twitter.com/338995273/status/1457078075989143554,0,0,0,15,0,436211
Atalanta_BC,338995273,1457076374947213312,https://twitter.com/338995273/status/1457076374947213312,0,11,0,138,2,436211
Atalanta_BC,338995273,1457074269939245062,https://twitter.com/338995273/status/1457074269939245062,0,1,1,40,0,436211
mancity,14573900,1460317098459152391,https://twitter.com/14573900/status/1460317098459152391,0,80,24,2213,7,10906635
mancity,14573900,1460296308334473216,https://twitter.com/14573900/status/1460296308334473216,0,0,1,4,0,10906635
mancity,14573900,1460269970173177858,https://twitter.com/14573900/status/1460269970173177858,0,28,0,0,0,10906635
mancity,14573900,1460261306376724484,https://twitter.com/14573900/status/1460261306376724484,0,14,8,440,1,10906635
mancity,14573900,1460248472628641793,https://twitter.com/14573900/status/1460248472628641793,0,108,0,0,0,10906635
mancity,14573900,1460227331570601988,https://twitter.com/14573900/status/1460227331570601988,0,32,24,560,12,10906635
mancity,14573900,1460220360130023428,https://twitter.com/14573900/status/1460220360130023428,0,40,10,784,0,10906635
mancity,14573900,1460208459438198788,https://twitter.com/14573900/status/1460208459438198788,0,20,7,395,0,10906635
mancity,14573900,1460185817167515648,https://twitter.com/14573900/status/1460185817167515648,0,29,9,640,1,10906635
mancity,14573900,1460178258776010754,https://twitter.com/14573900/status/1460178258776010754,0,93,35,2973,13,10906635
mancity,14573900,1460170709502734341,https://twitter.com/14573900/status/1460170709502734341,0,62,20,1502,3,10906635
mancity,14573900,1460016042122653701,https://twitter.com/14573900/status/1460016042122653701,0,28,8,677,1,10906635
mancity,14573900,1460015822009737216,https://twitter.com/14573900/status/1460015822009737216,0,114,18,2574,4,10906635
mancity,14573900,1459937915811909638,https://twitter.com/14573900/status/1459937915811909638,0,271,0,0,0,10906635
mancity,14573900,1459899114364280837,https://twitter.com/14573900/status/1459899114364280837,0,28,32,1291,0,10906635
mancity,14573900,1459876525340344323,https://twitter.com/14573900/status/1459876525340344323,0,26,13,815,1,10906635
mancity,14573900,1459853621055537161,https://twitter.com/14573900/status/1459853621055537161,0,32,7,481,0,10906635
mancity,14573900,1459851933456474120,https://twitter.com/14573900/status/1459851933456474120,0,694,0,0,0,10906635
mancity,14573900,1459827870755348483,https://twitter.com/14573900/status/1459827870755348483,0,61,13,1427,4,10906635
mancity,14573900,1459808894138691588,https://twitter.com/14573900/status/1459808894138691588,0,32,7,725,0,10906635
mancity,14573900,1459653587693457412,https://twitter.com/14573900/status/1459653587693457412,0,98,18,2317,4,10906635
mancity,14573900,1459599126992146434,https://twitter.com/14573900/status/1459599126992146434,0,202,0,0,0,10906635
mancity,14573900,1459566738387914760,https://twitter.com/14573900/status/1459566738387914760,0,36,9,491,1,10906635
mancity,14573900,1459559180566728704,https://twitter.com/14573900/status/1459559180566728704,0,89,17,1993,2,10906635
mancity,14573900,1459551638645923847,https://twitter.com/14573900/status/1459551638645923847,0,73,33,2583,9,10906635
mancity,14573900,1459547180491059205,https://twitter.com/14573900/status/1459547180491059205,0,30,0,0,0,10906635
mancity,14573900,1459536532923113474,https://twitter.com/14573900/status/1459536532923113474,0,271,39,3164,20,10906635
mancity,14573900,1459523381699694592,https://twitter.com/14573900/status/1459523381699694592,0,53,18,1600,3,10906635
mancity,14573900,1459509212732608516,https://twitter.com/14573900/status/1459509212732608516,0,363,0,0,0,10906635
mancity,14573900,1459506342004150273,https://twitter.com/14573900/status/1459506342004150273,0,532,73,8272,37,10906635
mancity,14573900,1459491237912883200,https://twitter.com/14573900/status/1459491237912883200,0,31,16,645,0,10906635
mancity,14573900,1459476142499401731,https://twitter.com/14573900/status/1459476142499401731,0,32,11,462,0,10906635
mancity,14573900,1459463456667676682,https://twitter.com/14573900/status/1459463456667676682,0,202,35,2353,61,10906635
mancity,14573900,1459456068946477063,https://twitter.com/14573900/status/1459456068946477063,0,82,26,1083,9,10906635
mancity,14573900,1459447954683613184,https://twitter.com/14573900/status/1459447954683613184,0,40,27,1848,6,10906635
mancity,14573900,1459276053264883713,https://twitter.com/14573900/status/1459276053264883713,0,109,22,2810,10,10906635
mancity,14573900,1459225614574051331,https://twitter.com/14573900/status/1459225614574051331,0,82,23,2044,4,10906635
mancity,14573900,1459221256826466304,https://twitter.com/14573900/status/1459221256826466304,0,73,0,0,0,10906635
mancity,14573900,1459189246326030343,https://twitter.com/14573900/status/1459189246326030343,0,21,24,674,1,10906635
mancity,14573900,1459187051765682178,https://twitter.com/14573900/status/1459187051765682178,0,51,27,1236,2,10906635
mancity,14573900,1459174823352012823,https://twitter.com/14573900/status/1459174823352012823,0,38,20,1108,2,10906635
mancity,14573900,1459166649181945856,https://twitter.com/14573900/status/1459166649181945856,0,35,11,892,3,10906635
mancity,14573900,1459128849757736968,https://twitter.com/14573900/status/1459128849757736968,0,11,12,337,0,10906635
mancity,14573900,1459113745074909186,https://twitter.com/14573900/status/1459113745074909186,0,32,14,465,0,10906635
mancity,14573900,1459104563282198529,https://twitter.com/14573900/status/1459104563282198529,0,90,15,3457,4,10906635
mancity,14573900,1459091095476793346,https://twitter.com/14573900/status/1459091095476793346,0,88,29,2724,5,10906635
mancity,14573900,1459079985315168269,https://twitter.com/14573900/status/1459079985315168269,0,18,0,0,0,10906635
mancity,14573900,1459079928905969664,https://twitter.com/14573900/status/1459079928905969664,0,21,0,0,0,10906635
mancity,14573900,1459079813159960598,https://twitter.com/14573900/status/1459079813159960598,0,25,12,554,0,10906635
mancity,14573900,1458914069411475462,https://twitter.com/14573900/status/1458914069411475462,0,165,30,3362,4,10906635
