username,author_id,tweet_id,tweet_link,view_count,retweet_count,reply_count,like_count,quote_count,followers
JesseLingard,755703497195225088,1431291964683587587,https://twitter.com/755703497195225088/status/1431291964683587587,0,41480,2487,356686,2361,2764525
JesseLingard,755703497195225088,1430896146801594387,https://twitter.com/755703497195225088/status/1430896146801594387,0,1170,269,34430,85,2764525
JesseLingard,755703497195225088,1428382852786294784,https://twitter.com/755703497195225088/status/1428382852786294784,0,4102,409,89347,230,2764525
JesseLingard,755703497195225088,1427307764766973955,https://twitter.com/755703497195225088/status/1427307764766973955,0,1757,505,43765,141,2764525
JesseLingard,755703497195225088,1426528306585812997,https://twitter.com/755703497195225088/status/1426528306585812997,0,17681,904,151171,593,2764525
JesseLingard,755703497195225088,1424400058519326720,https://twitter.com/755703497195225088/status/1424400058519326720,0,1369,620,42627,86,2764525
JesseLingard,755703497195225088,1423950265988829190,https://twitter.com/755703497195225088/status/1423950265988829190,0,4071,1850,78200,525,2764525
JesseLingard,755703497195225088,1423948432943853568,https://twitter.com/755703497195225088/status/1423948432943853568,0,1078,0,0,0,2764525
JesseLingard,755703497195225088,1423771835318120451,https://twitter.com/755703497195225088/status/1423771835318120451,390983,2367,0,0,0,2764525
JesseLingard,755703497195225088,1422905285044211716,https://twitter.com/755703497195225088/status/1422905285044211716,0,429,105,11799,22,2764525
JesseLingard,755703497195225088,1422610716197011461,https://twitter.com/755703497195225088/status/1422610716197011461,0,1575,185,23668,73,2764525
JesseLingard,755703497195225088,1420688214025715715,https://twitter.com/755703497195225088/status/1420688214025715715,0,1092,182,31084,39,2764525
JesseLingard,755703497195225088,1419269054397698054,https://twitter.com/755703497195225088/status/1419269054397698054,0,344,0,0,0,2764525
JesseLingard,755703497195225088,1418971588603654152,https://twitter.com/755703497195225088/status/1418971588603654152,0,1668,454,42854,140,2764525
JesseLingard,755703497195225088,1418566261945085955,https://twitter.com/755703497195225088/status/1418566261945085955,0,183,64,3571,16,2764525
JesseLingard,755703497195225088,1418195829186306049,https://twitter.com/755703497195225088/status/1418195829186306049,0,816,177,26545,30,2764525
JesseLingard,755703497195225088,1417860709023682564,https://twitter.com/755703497195225088/status/1417860709023682564,192935,483,183,11732,71,2764525
JesseLingard,755703497195225088,1416796717098340355,https://twitter.com/755703497195225088/status/1416796717098340355,0,1960,353,44293,91,2764525
JesseLingard,755703497195225088,1416775004830715912,https://twitter.com/755703497195225088/status/1416775004830715912,0,3074,774,69629,380,2764525
JesseLingard,755703497195225088,1416444869183213569,https://twitter.com/755703497195225088/status/1416444869183213569,0,1927,529,44813,206,2764525
JesseLingard,755703497195225088,1416069705597603842,https://twitter.com/755703497195225088/status/1416069705597603842,0,153,60,2753,17,2764525
JesseLingard,755703497195225088,1415978604073213953,https://twitter.com/755703497195225088/status/1415978604073213953,0,142,74,3005,12,2764525
JesseLingard,755703497195225088,1414355953756016640,https://twitter.com/755703497195225088/status/1414355953756016640,0,7146,907,127838,242,2764525
JesseLingard,755703497195225088,1414339683295928322,https://twitter.com/755703497195225088/status/1414339683295928322,0,628,149,10672,55,2764525
JesseLingard,755703497195225088,1414311511351246849,https://twitter.com/755703497195225088/status/1414311511351246849,0,3490,356,51758,220,2764525
JesseLingard,755703497195225088,1414244162837307401,https://twitter.com/755703497195225088/status/1414244162837307401,0,4830,1382,105755,977,2764525
JesseLingard,755703497195225088,1413868017310654470,https://twitter.com/755703497195225088/status/1413868017310654470,0,103,56,3080,24,2764525
JesseLingard,755703497195225088,1412893140613312515,https://twitter.com/755703497195225088/status/1412893140613312515,0,1648,263,40412,67,2764525
JesseLingard,755703497195225088,1411657780906315776,https://twitter.com/755703497195225088/status/1411657780906315776,0,240,87,8311,27,2764525
